"Código";"Descrição";"Categoria";"Fabricante";"Modelo";"Unidade";"Valor total";"Fonte"
"4581162";"Gravador Digital de Vídeo MHDX 1308 com SSD 512GB";"DVR Stand Alone 8 canais";"Intelbras";"";"un";"887,08";"EXSAT"
"4581097";"Gravador Digital 16 Canais Intelbras MHDX 1316";"DVR Stand Alone 16 canais";"Intelbras";"";"un";"773,42";"EXSAT"
"4581098";"Gravador Digital MHDX 1316 Full HD 16 Canais 1TB";"DVR Stand Alone 16 canais";"Intelbras";"";"un";"1471,37";"EXSAT"
"4580773";"Gravador Digital 16 Canais MHDX 1116 C Intelbras Cftv Hd";"DVR Stand Alone 16 canais";"Intelbras";"";"un";"1499,99";"EXSAT"
"4580760";"Gravador Digital de Vídeo Multi HD 32 Canais MHDX 1232";"DVR Stand Alone 32 canais";"Intelbras";"";"un";"2179,04";"EXSAT"
"4580467";"GRAVADOR DIG 32 CANAIS IMHDX 3132 Intelbras";"DVR Stand Alone 32 canais";"Intelbras";"";"un";"2813,65";"EXSAT"
"4560040";"Camera CFTV Bullet VHD 1230 B G7";"Câmera Multi HD";"Intelbras";"";"un";"148,47";"EXSAT"
"4565357";"Câmera CFTV Bullet Intelbras VHD 1530 B";"Câmera Multi HD";"Intelbras";"";"un";"254,49";"EXSAT"
"4560033";"Câmera CFTV Bullet Intelbras VHD 1130 B G7";"Câmera Multi HD";"Intelbras";"";"un";"117,26";"EXSAT"
"4560038";"Câmera CFTV Bullet VHD 3150 VF G7";"Câmera Multi HD";"Intelbras";"";"un";"323,45";"EXSAT"
"4560046";"Câmera Dome VHD 1220 D Full Color G7 Intelbras";"Câmera Multi HD";"Intelbras";"";"un";"146,79";"EXSAT"
"4560045";"Camera CFTV Bullet VHD 1220 B Full Color G7";"Câmera Multi HD";"Intelbras";"";"un";"152,93";"EXSAT"
"4560048";"Câmera CFTV Bullet VHD 3240 Full Color+";"Câmera Multi HD";"Intelbras";"";"un";"285,37";"EXSAT"
"4560090";"Câmera Bullet VHD 1230 B G8";"Câmera Multi HD";"Intelbras";"";"un";"117,26";"EXSAT"
"4565358";"Câmera Dome VHD 1520 D Intelbras 5MP IR 20m CFTV";"Câmera Multi HD";"Intelbras";"";"un";"238,75";"EXSAT"
"4560083";"Câmera Bullet VHD 1220 B Full Color Intelbras";"Câmera Multi HD";"Intelbras";"";"un";"152,93";"EXSAT"
"4560084";"Câmera Dome VHD 1220 D Full Color Intelbras";"Câmera Multi HD";"Intelbras";"";"un";"146,80";"EXSAT"
"4560085";"Câmera Dome VHD 1220 D MIC Intelbras Full HD Microfone";"Câmera Multi HD";"Intelbras";"";"un";"152,92";"EXSAT"
"4560077";"Câmera Dome Mini Metálica VHD 3220 MINI D G8 Branca";"Câmera Multi HD";"Intelbras";"";"un";"176,68";"EXSAT"
"4560082";"Câmera CFTV VHD 3220 MINI D G8 Black";"Câmera Multi HD";"Intelbras";"";"un";"252,40";"EXSAT"
"4600191";"Disco Rígido para CFTV WD Purple 10TB";"HD para CFTV";"Intelbras";"";"un";"3299,00";"EXSAT"
"4600076";"Disco Rígido WD Purple 4TB para CFTV";"HD para CFTV";"Intelbras";"";"un";"1249,90";"EXSAT"
"4600097";"Disco Rígido WD Purple 8TB CFTV";"HD para CFTV";"Intelbras";"";"un";"2399,00";"EXSAT"
"4600074";"Disco Rígido WD Purple 1TB para CFTV";"HD para CFTV";"Intelbras";"";"un";"750,00";"EXSAT"
"4565610";"Câmera Wi-Fi Full HD iM4 C com MicroSD 32GB";"Câmeras Wifi";"Intelbras";"";"un";"350,00";"EXSAT"
"4565510";"Câmera de Vídeo Wi-Fi Full HD iM4 C";"Câmeras Wifi";"Intelbras";"";"un";"299,00";"EXSAT"
"4565515";"Câmera de Vídeo Wi-Fi Full HD iMX C Black";"Câmeras Wifi";"Intelbras";"";"un";"179,90";"EXSAT"
"4565704";"Câmera de Vídeo Wi-Fi Smart IZC 1005 Full HD";"Câmeras Wifi";"Intelbras";"";"un";"413,91";"EXSAT"
"4565505";"Câmera de Vídeo Wi-Fi Full HD iM5+ Full Color";"Câmeras Wifi";"Intelbras";"";"un";"329,90";"EXSAT"
"4590022";"Câmera Externa Inteligente Full HD Wi-Fi Full Color iM7-S 32GB";"Câmeras Wifi";"Intelbras";"";"un";"449,90";"EXSAT"
"4590014";"Câmera Mibo Infra 360 Graus Wi-Fi IM6 Full Color Intelbras";"Câmeras Wifi";"Intelbras";"";"un";"436,16";"EXSAT"
"4560161";"Câmera IM9+ Full Color Intelbras 3MP Wi-Fi Externa";"Câmeras Wifi";"Intelbras";"";"un";"1063,90";"EXSAT"
"4560070";"Câmera de Segurança Wi-Fi iM7+ Zoom Full Color Intelbras";"Câmeras Wifi";"Intelbras";"";"un";"599,90";"EXSAT"
"4564037";"Câmera Dome IP VIP 1430 D G2";"Câmeras IP";"Intelbras";"";"un";"502,92";"EXSAT"
"4564069";"CAMERA DOME IP VIP 3230 D SL G3 Intelbras";"Câmeras IP";"Intelbras";"";"un";"576,16";"EXSAT"
"4570002";"Câmera Bullet IP VIP 1220 B Full Color G4 Intelbras";"Câmeras IP";"Intelbras";"";"un";"299,00";"EXSAT"
"4564066";"Câmera Bullet IP VIP 1230 B G4";"Câmeras IP";"Intelbras";"";"un";"277,56";"EXSAT"
"4564058";"Câmera CFTV IP Bullet VIP 1230 B Black G4";"Câmeras IP";"Intelbras";"";"un";"281,93";"EXSAT"
"4570031";"Câmera CFTV IP Intelbras VIP 1220 FC+";"Câmeras IP";"Intelbras";"";"un";"391,36";"EXSAT"
"4570041";"Câmera CFTV Bullet VIPC 1230 B G2";"Câmeras IP";"Intelbras";"";"un";"225,65";"EXSAT"
"4570044";"Câmera IP Bullet VIPC 1430 B";"Câmeras IP";"Intelbras";"";"un";"399,00";"EXSAT"
"4570009";"Camera Ip Vip 3216 Sd Ir Ia Intelbras Starlight";"Câmeras IP";"Intelbras";"";"un";"3238,44";"EXSAT"
"4570019";"Câmera Bullet VIP 3260 Z IA Intelbras IP 2MP";"Câmeras IP";"Intelbras";"";"un";"895,76";"EXSAT"
"4570046";"Câmera Ip Dome Vip 1230 D G5 Intelbras 2mp Cftv Poe Ir 30m";"Câmeras IP";"Intelbras";"";"un";"258,13";"EXSAT"
"4570045";"Câmera Infra IP VIP 1230 B IR 30M Lente 3.6mm Full HD G5 Intelbras";"Câmeras IP";"Intelbras";"";"un";"258,13";"EXSAT"
"4570032";"Câmera Vip 5440 IA Intelbras IP 4MP Segurança";"Câmeras IP";"Intelbras";"";"un";"1259,74";"EXSAT"
"4565321";"VHL 1220 B G2 - Câmera Bullet CFTV Infravermelha";"Câmera HDVCI";"Intelbras";"";"un";"109,55";"EXSAT"
"4565320";"VHL 1220 D G2 Câmera Dome CFTV Full HD";"Câmera HDVCI";"Intelbras";"";"un";"99,00";"EXSAT"
"4560086";"Câmera Dome VHL 1220 D G8 Intelbras Full HD CFTV";"Câmera HDVCI";"Intelbras";"";"un";"90,85";"EXSAT"
"4810030";"Power Balun 16 Canais VB 3016 WP 4K";"Balun";"Intelbras";"";"un";"1595,14";"EXSAT"
"4810043";"Power Balun com Alimentação VB 1104 WP";"Balun";"Intelbras";"";"un";"386,26";"EXSAT"
"4810041";"Transformador Balun Passivo de Video VB 502 B G2";"Balun";"Intelbras";"";"un";"19,90";"EXSAT"
"4676010";"Fonte Ininterrupta 2A AC/DC FA1220S Intelbras";"Fontes de Alimentação";"Intelbras";"";"un";"140,41";"EXSAT"
"4820029";"Fonte de Alimentação 12V 0,5A AC/DC EF 1200";"Fontes de Alimentação";"Intelbras";"";"un";"12,54";"EXSAT"
"4820041";"Fonte Ininterrupta 2A AC/DC FA 1220S Mini";"Fontes de Alimentação";"Intelbras";"";"un";"115,36";"EXSAT"
"4820080";"Fonte de Alimentação EFM 1220 G2 12,8V 20A AC/DC";"Fontes de Alimentação";"Intelbras";"";"un";"189,24";"EXSAT"
"FS-466";"Abraçadeira 4mm x 20cm Preta - Pacote com 100 Peças";"Acessórios Diversos";"Intelbras";"";"un";"14,40";"EXSAT"
"FS-505";"PLUG P4 FEMEA COM BORNE FS-505 FASGOLD";"Conectores e Pinos";"Intelbras";"";"un";"7,33";"EXSAT"
"4770029";"Caixa Organizadora para CFTV Preta COC 4038P";"Rack para CFTV";"Intelbras";"";"un";"164,47";"EXSAT"
"4780073";"EXTENSOR HDMI + INFRAVERMELHO RX VEX 3120 IP RX";"Cabeamento para CFTV";"Intelbras";"";"un";"566,30";"EXSAT"
"4580788";"Gravador Dig 08 Canais NVD 1408 Intelbras";"NVR 8 Canais";"Intelbras";"";"un";"1172,30";"EXSAT"
"4580934";"Gravador Digital 16 Canais NVD 3316 P";"NVR 16 Canais";"Intelbras";"";"un";"2465,73";"EXSAT"
"4581176";"Gravador Digital 16 Canais INVD 3016 Intelbras Rede IA";"NVR 16 Canais";"Intelbras";"";"un";"2039,43";"EXSAT"
"4580785";"Gravador Dig 32 Canais NVD 1432 Intelbras";"NVR 32 Canais";"Intelbras";"";"un";"1714,60";"EXSAT"
"4613533";"Detector de Temperatura Endereçável DTE 521";"Detectores Endereçáveis";"Intelbras";"";"un";"100,59";"EXSAT"
"4613532";"Detector de Fumaça Endereçável DFE 521";"Detectores Endereçáveis";"Intelbras";"";"un";"88,97";"EXSAT"
"4611101";"Acionador Manual de Bomba de água AMB 3202";"Acionadores e Sinalizadores";"Intelbras";"";"un";"38,69";"EXSAT"
"4610037";"Modulo Zona MDZ 521 V2 Intelbras Incêndio Alarme";"Acionadores e Sinalizadores";"Intelbras";"";"un";"165,19";"EXSAT"
"4390170";"Controle Remoto XAC 2000 TX Preto";"Acessórios para Alarmes";"Intelbras";"";"un";"23,00";"EXSAT"
"4540041";"MODULO UNIVERSAL GPRS 1000 UN";"Acessórios para Alarmes";"Intelbras";"";"un";"376,06";"EXSAT"
"4540038";"Teclado para Centrais de Alarme XAT 4000 LCD";"Acessórios para Alarmes";"Intelbras";"";"un";"219,20";"EXSAT"
"AF00001414";"Wi-Fi N 300Mbps TL-WR840N TP-Link | Velocidade e Estabilidade";"Modens e Roteadores";"Intelbras";"";"un";"58,40";"EXSAT"
"4710033";"Conector de Campo óptico SC APC XFF 2CSI 10 Peças";"Passivos de Fibra";"Intelbras";"";"un";"46,18";"EXSAT"
"4780221";"Modem óptico HG6145D2";"Modens e Roteadores";"Intelbras";"";"un";"184,14";"EXSAT"
"4710013";"Conector de Campo para Fibra óptica SC/APC XFF 2 Kit 10 Peças";"Passivos de Fibra";"Intelbras";"";"un";"54,06";"EXSAT"
"4710028";"Conector RJ45 Fêmea 180° CAT 5E Keystone";"Conectores e Acessórios";"Intelbras";"";"un";"9,19";"EXSAT"
"4710026";"Conector de Fibra óptica Campo SC/APC XFF 2S";"Passivos de Fibra";"Intelbras";"";"un";"46,18";"EXSAT"
"4830162";"Cabo óptico Drop Compacto 1KM LSZH Intelbras";"Cabo Óptico";"Intelbras";"";"un";"599,99";"EXSAT"
"4568020";"Conector de Rede CONEX 1000 RJ45 CAT5E 50 Unidades";"Conectores e Acessórios";"Intelbras";"";"un";"27,92";"EXSAT"
"4710029";"Conector RJ45 Fêmea 90 CAT 6 Keystone Jack";"Conectores e Acessórios";"Intelbras";"";"un";"15,12";"EXSAT"
"4750134";"Roteador Wireless W6-1500";"Modens e Roteadores";"Intelbras";"";"un";"216,69";"EXSAT"
"4780060";"Suporte de ONU XFSO";"Passivos de Fibra";"Intelbras";"";"un";"2,49";"EXSAT"
"4780206";"Caixa de Emenda óptica XFCEO 4004M Intelbras";"Passivos de Fibra";"Intelbras";"";"un";"171,90";"EXSAT"
"10968";"Bandeja 24FO para caixa de emenda óptica CEO";"Passivos de Fibra";"Intelbras";"";"un";"6,99";"EXSAT"
"4780215";"Conjunto de Derivação para CEO de Vedação Mecânica XFCEO DM";"Passivos de Fibra";"Intelbras";"";"un";"11,99";"EXSAT"
"4830103";"Patch Cord U/UTP 4 Pares CAT.5e Vermelho 1,5 Metros";"Patch Cord";"Intelbras";"";"un";"17,56";"EXSAT"
"4710030";"Conector RJ45 Fêmea 180° CAT 6 Keystone Jack";"Conectores e Acessórios";"Intelbras";"";"un";"17,54";"EXSAT"
"4750215";"Roteador Wi-Fi 4 W4-300S";"Modens e Roteadores";"Intelbras";"";"un";"92,24";"EXSAT"
"4830037";"Patch Cord U/UTP 4P Categoria 5e Azul 2,0m";"Patch Cord";"Intelbras";"";"un";"16,94";"EXSAT"
"4780211";"Conjunto Bandeja Fusão para CEO Série 4000 XFCEO 4024BF";"Passivos de Fibra";"Intelbras";"";"un";"12,99";"EXSAT"
"4780213";"Conjunto Bandeja de Fusão para CEO Série 5000 XFCEO 5024BF";"Passivos de Fibra";"Intelbras";"";"un";"16,99";"EXSAT"
"10241";"Splitter Balanceado 1x8 SC APC";"Passivos de Fibra";"Intelbras";"";"un";"35,37";"EXSAT"
"4760070";"SWITCH 16P FAST POE 2P G 2P SFP SF 1822 HI-POE";"Switches Não Gerenciáveis";"Intelbras";"";"un";"1461,20";"EXSAT"
"4760125";"SWITCH 10 Portas Fast Ethernet PoE S1110F-P";"Switches Não Gerenciáveis";"Intelbras";"";"un";"423,87";"EXSAT"
"4710020";"Conector de Fibra óptica SC/APC XFF 2RS (10 Peças)";"Passivos de Fibra";"Intelbras";"";"un";"48,85";"EXSAT"
"4770003";"Bandeja Fixa de 1U de 290 mm";"Acessórios para Rack";"Intelbras";"";"un";"74,03";"EXSAT"
"4760132";"Switch Não Gerenciável Fast Ethernet 16 Portas S1116F";"Switches Não Gerenciáveis";"Intelbras";"";"un";"275,67";"EXSAT"
"4770004";"Organizador de Cabos para Rack 1U OCH1U 40mm Intelbras";"Acessórios para Rack";"Intelbras";"";"un";"57,22";"EXSAT"
